booking_id;hotel;is_canceled;lead_time;arrival_date_week_number;booking_date;arrival_date;arrival_date_day_of_month;stays_in_weekend_nights;stays_in_week_nights;adults;children;babies;meal;country;market_segment;is_repeated_guest;previous_cancellations;assigned_room_type;booking_changes;deposit_type;agent;customer_type;required_car_parking_spaces;total_of_special_requests
22208;NF Hotel;0;10;12;2019-03-09;2019-03-19;19;0;1;1;0;0;BB;Unknown;Direct;0;0;F;0;No Deposit;250;No Contract (Single);0;0
22209;NF Hotel;0;2;12;2019-03-15;2019-03-17;17;0;3;2;0;1;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;171;No Contract (Single);0;1
22210;NF Hotel;0;8;12;2019-03-10;2019-03-18;18;0;2;2;0;0;HB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;6;No Contract (Single);0;0
22211;NF Hotel;0;126;12;2018-11-08;2019-03-14;14;1;5;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);1;1
22212;NF Hotel;0;5;12;2019-03-14;2019-03-19;19;0;1;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;8;No Contract (Single);0;0
22213;NF Hotel;0;14;12;2019-03-05;2019-03-19;19;0;1;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;177;No Contract (Single);0;2
22214;NF Hotel;0;30;12;2019-02-14;2019-03-16;16;0;4;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);1;1
22215;NF Hotel;0;4;12;2019-03-14;2019-03-18;18;0;2;1;0;0;HB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;95;No Contract (Single);0;0
22216;NF Hotel;0;24;12;2019-02-22;2019-03-18;18;1;2;3;0;0;BB;Unknown;Offline TA/TO;0;0;C;0;No Deposit;115;No Contract (Single);0;0
22217;NF Hotel;0;25;13;2019-02-24;2019-03-21;21;1;2;2;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;115;No Contract (Single);0;0
22218;NF Hotel;0;25;13;2019-02-24;2019-03-21;21;1;2;2;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;115;No Contract (Single);0;1
22219;NF Hotel;0;11;12;2019-03-05;2019-03-16;16;1;4;3;0;0;BB;Unknown;Offline TA/TO;0;0;C;0;No Deposit;95;No Contract (Single);0;0
22220;NF Hotel;0;28;12;2019-02-17;2019-03-17;17;1;3;3;0;0;BB;Unknown;Offline TA/TO;0;0;C;0;No Deposit;115;No Contract (Single);0;0
22221;NF Hotel;0;11;12;2019-03-05;2019-03-16;16;1;4;3;0;0;BB;Unknown;Offline TA/TO;0;0;C;0;No Deposit;95;No Contract (Single);0;0
22222;NF Hotel;0;40;12;2019-02-05;2019-03-17;17;1;3;3;0;0;BB;Unknown;Offline TA/TO;0;0;C;0;No Deposit;115;No Contract (Group);0;0
22223;NF Hotel;0;40;12;2019-02-05;2019-03-17;17;1;3;2;0;0;BB;Unknown;Offline TA/TO;0;0;C;0;No Deposit;115;No Contract (Group);0;1
22224;NF Hotel;0;12;12;2019-03-03;2019-03-15;15;1;5;1;0;0;FB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;115;No Contract (Single);0;0
22225;NF Hotel;0;8;11;2019-03-01;2019-03-09;9;3;9;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;241;No Contract (Single);0;1
22226;NF Hotel;0;69;12;2019-01-04;2019-03-14;14;2;5;1;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;115;No Contract (Single);0;1
22227;NF Hotel;0;39;12;2019-02-03;2019-03-14;14;2;5;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);1;0
22228;NF Hotel;0;74;13;2019-01-05;2019-03-20;20;1;0;1;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;251;No Contract (Group);0;0
22229;NF Hotel;0;74;13;2019-01-05;2019-03-20;20;1;0;1;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;251;No Contract (Group);0;0
22230;NF Hotel;0;1;12;2019-03-18;2019-03-19;19;1;1;2;2;0;BB;Unknown;Online TA;0;0;G;0;No Deposit;240;No Contract (Single);0;0
22231;NF Hotel;0;1;13;2019-03-19;2019-03-20;20;1;0;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);1;1
22232;NF Hotel;0;7;13;2019-03-13;2019-03-20;20;1;0;2;0;0;BB;Unknown;Online TA;0;0;A;1;No Deposit;240;No Contract (Single);0;1
22233;NF Hotel;0;72;12;2019-01-05;2019-03-18;18;1;2;3;0;0;BB;Unknown;Online TA;0;0;G;0;No Deposit;242;No Contract (Single);0;1
22234;NF Hotel;0;27;12;2019-02-18;2019-03-17;17;1;3;2;0;0;BB;Unknown;Online TA;0;0;F;0;No Deposit;241;No Contract (Single);0;1
22235;NF Hotel;0;22;1;2019-12-13;2020-01-04;4;0;4;2;0;0;BB;Unknown;Offline TA/TO;1;0;C;0;No Deposit;171;No Contract (Single);0;2
22236;NF Hotel;0;6;12;2019-03-12;2019-03-18;18;1;2;2;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;26;No Contract (Single);0;0
22237;NF Hotel;0;69;12;2019-01-08;2019-03-18;18;1;2;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
22238;NF Hotel;0;6;12;2019-03-11;2019-03-17;17;1;3;2;0;0;BB;Unknown;Offline TA/TO;0;0;F;0;No Deposit;177;No Contract (Single);0;0
22239;NF Hotel;0;0;13;2019-03-21;2019-03-21;21;0;0;2;0;0;BB;Unknown;Online TA;1;0;I;0;No Deposit;240;No Contract (Single);0;0
22240;NF Hotel;0;76;13;2019-01-04;2019-03-21;21;0;0;2;0;0;BB;Unknown;Online TA;0;0;I;0;No Deposit;240;No Contract (Single);0;1
22241;NF Hotel;0;4;12;2019-03-15;2019-03-19;19;1;1;2;0;0;BB;Unknown;Corporate;0;0;A;0;No Deposit;0;No Contract (Single);0;0
22242;NF Hotel;0;119;12;2018-11-16;2019-03-15;15;2;5;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;115;No Contract (Single);0;0
22243;NF Hotel;0;6;12;2019-03-11;2019-03-17;17;2;3;2;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;115;No Contract (Single);0;0
22244;NF Hotel;0;5;12;2019-03-10;2019-03-15;15;2;5;2;0;0;BB;Unknown;Offline TA/TO;0;0;E;0;No Deposit;95;No Contract (Single);0;1
22245;NF Hotel;0;22;12;2019-02-25;2019-03-19;19;2;1;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;115;No Contract (Single);0;0
22246;NF Hotel;0;50;12;2019-01-26;2019-03-17;17;2;3;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
22247;NF Hotel;0;50;12;2019-01-26;2019-03-17;17;2;3;2;2;0;BB;Unknown;Online TA;0;0;G;0;No Deposit;240;No Contract (Single);0;1
22248;NF Hotel;0;4;12;2019-03-12;2019-03-16;16;2;4;2;0;0;BB;Unknown;Online TA;0;0;D;1;No Deposit;240;No Contract (Single);0;1
22249;NF Hotel;0;11;11;2019-03-01;2019-03-12;12;4;6;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;115;No Contract (Single);0;0
22250;NF Hotel;0;101;12;2018-12-04;2019-03-15;15;2;5;2;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;8;No Contract (Single);0;0
22251;NF Hotel;0;12;12;2019-03-07;2019-03-19;19;2;1;2;0;0;HB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;26;No Contract (Single);0;0
22252;NF Hotel;0;0;13;2019-03-21;2019-03-21;21;1;0;1;0;0;BB;Unknown;Direct;0;0;D;0;No Deposit;0;No Contract (Single);0;0
22253;NF Hotel;0;10;12;2019-03-05;2019-03-15;15;2;5;2;0;0;HB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;115;No Contract (Single);0;0
22254;NF Hotel;0;14;12;2019-03-05;2019-03-19;19;2;1;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;2
22255;NF Hotel;0;16;13;2019-03-05;2019-03-21;21;1;0;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Group);0;2
22256;NF Hotel;0;8;12;2019-03-07;2019-03-15;15;2;5;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;95;No Contract (Single);0;0
22257;NF Hotel;0;16;13;2019-03-05;2019-03-21;21;1;0;1;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Group);0;2
22258;NF Hotel;0;16;13;2019-03-05;2019-03-21;21;1;0;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Group);0;1
22259;NF Hotel;0;2;13;2019-03-19;2019-03-21;21;1;0;2;0;0;BB;Unknown;Offline TA/TO;0;0;B;0;No Deposit;6;No Contract (Single);0;0
22260;NF Hotel;0;46;12;2019-02-01;2019-03-19;19;2;1;2;2;0;BB;Unknown;Offline TA/TO;0;0;C;0;No Deposit;196;No Contract (Single);0;0
22261;NF Hotel;0;7;13;2019-03-14;2019-03-21;21;1;0;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;177;No Contract (Single);0;1
22262;NF Hotel;0;37;12;2019-02-09;2019-03-18;18;2;2;2;0;0;BB;Unknown;Online TA;0;0;D;1;No Deposit;240;No Contract (Single);0;2
22263;NF Hotel;0;20;11;2019-02-17;2019-03-09;9;4;9;2;0;0;BB;Unknown;Online TA;0;0;E;2;No Deposit;240;No Contract (Single);0;0
22264;NF Hotel;0;10;13;2019-03-11;2019-03-21;21;1;0;2;0;0;BB;Unknown;Online TA;0;0;C;0;No Deposit;240;No Contract (Single);1;1
22265;NF Hotel;0;15;13;2019-03-06;2019-03-21;21;1;0;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);1;1
22266;NF Hotel;0;17;13;2019-03-04;2019-03-21;21;1;0;1;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;196;No Contract (Single);0;0
22267;NF Hotel;0;14;12;2019-03-04;2019-03-18;18;2;2;3;0;0;BB;Unknown;Online TA;0;0;D;6;No Deposit;240;No Contract (Single);1;1
22268;NF Hotel;0;11;12;2019-03-08;2019-03-19;19;2;1;2;0;0;BB;Unknown;Offline TA/TO;0;0;E;0;No Deposit;6;No Contract (Single);1;0
22269;NF Hotel;0;6;13;2019-03-15;2019-03-21;21;1;0;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;177;No Contract (Single);0;0
22270;NF Hotel;0;10;12;2019-03-09;2019-03-19;19;2;1;2;0;0;BB;Unknown;Online TA;0;0;E;2;No Deposit;240;No Contract (Single);0;1
22271;NF Hotel;0;7;13;2019-03-14;2019-03-21;21;1;0;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;177;No Contract (Single);0;0
22272;NF Hotel;0;5;13;2019-03-16;2019-03-21;21;1;0;2;0;0;BB;Unknown;Offline TA/TO;0;0;C;1;No Deposit;336;No Contract (Single);0;1
22273;NF Hotel;0;7;48;2019-11-15;2019-11-22;22;0;0;1;0;0;BB;Unknown;Offline TA/TO;1;0;D;0;No Deposit;6;No Contract (Single);0;1
22274;NF Hotel;0;4;8;2020-02-17;2020-02-21;21;0;1;1;0;0;BB;Unknown;Offline TA/TO;1;0;D;0;No Deposit;261;No Contract (Single);0;1
22275;NF Hotel;0;5;23;2020-06-01;2020-06-06;6;0;1;1;0;0;BB;Unknown;Online TA;1;0;D;0;No Deposit;5;Group Contract;0;1
22276;NF Hotel;0;17;12;2019-03-02;2019-03-19;19;2;1;2;0;0;HB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;6;No Contract (Single);0;0
22277;NF Hotel;0;16;12;2019-03-01;2019-03-17;17;2;3;2;0;0;HB;Unknown;Offline TA/TO;0;0;F;0;No Deposit;115;No Contract (Single);0;0
22278;NF Hotel;0;5;13;2019-03-15;2019-03-20;20;2;0;2;0;0;BB;Unknown;Direct;0;0;D;0;No Deposit;0;No Contract (Single);1;1
22279;NF Hotel;0;8;12;2019-03-11;2019-03-19;19;2;1;2;0;0;BB;Unknown;Online TA;0;0;F;0;No Deposit;240;No Contract (Single);0;0
22280;NF Hotel;0;27;12;2019-02-19;2019-03-18;18;2;2;2;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;171;No Contract (Single);0;0
22281;NF Hotel;0;2;13;2019-03-19;2019-03-21;21;1;0;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
22282;NF Hotel;0;4;13;2019-03-17;2019-03-21;21;1;0;1;0;0;BB;Unknown;Corporate;0;0;A;0;No Deposit;0;No Contract (Single);0;0
22283;NF Hotel;0;5;43;2019-10-13;2019-10-18;18;0;1;1;0;0;BB;Unknown;Corporate;1;0;D;0;No Deposit;0;No Contract (Single);0;0
22284;NF Hotel;0;76;11;2018-12-26;2019-03-12;12;4;6;2;0;0;HB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
22285;NF Hotel;0;37;12;2019-02-09;2019-03-18;18;2;2;2;0;0;BB;Unknown;Online TA;0;0;D;1;No Deposit;240;No Contract (Single);1;2
22286;NF Hotel;0;8;12;2019-03-09;2019-03-17;17;2;4;1;0;0;HB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;95;No Contract (Single);0;0
22287;NF Hotel;0;56;12;2019-01-19;2019-03-16;16;2;5;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
22288;NF Hotel;0;36;12;2019-02-08;2019-03-16;16;2;5;1;0;0;BB;Unknown;Offline TA/TO;0;0;D;1;No Deposit;69;No Contract (Group);0;1
22289;NF Hotel;0;36;12;2019-02-08;2019-03-16;16;2;5;1;0;0;BB;Unknown;Offline TA/TO;0;0;D;1;No Deposit;69;No Contract (Group);0;1
22290;NF Hotel;0;36;12;2019-02-08;2019-03-16;16;2;5;1;0;0;BB;Unknown;Offline TA/TO;0;0;D;1;No Deposit;69;No Contract (Group);1;1
22291;NF Hotel;0;0;12;2019-03-16;2019-03-16;16;2;5;2;0;0;HB;Unknown;Offline TA/TO;0;0;E;0;No Deposit;171;No Contract (Single);0;0
22292;NF Hotel;0;22;12;2019-02-22;2019-03-16;16;2;5;2;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;69;No Contract (Single);0;0
22293;NF Hotel;0;24;12;2019-02-19;2019-03-15;15;2;6;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;36;No Contract (Single);0;0
22294;NF Hotel;0;18;12;2019-02-28;2019-03-18;18;2;3;2;0;0;HB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;1
22295;NF Hotel;0;6;13;2019-03-16;2019-03-22;22;0;1;1;0;0;BB;Unknown;Corporate;0;0;A;0;No Deposit;0;No Contract (Single);0;0
22296;NF Hotel;0;67;13;2019-01-12;2019-03-20;20;2;1;2;0;0;BB;Unknown;Direct;0;0;D;0;No Deposit;250;No Contract (Single);0;0
22297;NF Hotel;0;0;13;2019-03-22;2019-03-22;22;0;1;2;0;0;BB;Unknown;Direct;0;0;D;0;No Deposit;0;No Contract (Single);1;1
22298;NF Hotel;0;0;13;2019-03-22;2019-03-22;22;0;1;1;0;0;BB;Unknown;Direct;0;0;C;0;No Deposit;0;No Contract (Single);0;0
22299;NF Hotel;0;1;13;2019-03-21;2019-03-22;22;0;1;1;0;0;BB;Unknown;Corporate;0;0;A;0;No Deposit;0;No Contract (Single);0;0
22300;NF Hotel;0;1;18;2019-04-27;2019-04-28;28;0;1;1;0;0;BB;Unknown;Corporate;1;0;D;0;No Deposit;0;No Contract (Single);0;0
22301;NF Hotel;0;3;23;2019-05-30;2019-06-02;2;0;1;1;0;0;BB;Unknown;Corporate;1;0;F;0;No Deposit;0;No Contract (Single);0;0
22302;NF Hotel;0;2;48;2019-11-22;2019-11-24;24;0;1;1;0;0;BB;Unknown;Corporate;1;0;D;0;No Deposit;0;No Contract (Single);0;0
22303;NF Hotel;0;2;51;2019-12-12;2019-12-14;14;0;1;1;0;0;BB;Unknown;Corporate;1;0;D;0;No Deposit;0;No Contract (Group);0;0
22304;NF Hotel;0;1;53;2019-12-27;2019-12-28;28;0;1;1;0;0;BB;Unknown;Corporate;1;0;A;0;No Deposit;331;No Contract (Single);0;0
22305;NF Hotel;0;0;7;2020-02-16;2020-02-16;16;0;1;1;0;0;BB;Unknown;Corporate;1;0;A;0;No Deposit;0;No Contract (Single);0;0
22306;NF Hotel;0;5;13;2019-03-17;2019-03-22;22;0;1;1;0;0;BB;Unknown;Direct;0;0;A;0;No Deposit;126;No Contract (Single);0;0
22307;NF Hotel;0;19;13;2019-03-02;2019-03-21;21;1;1;2;0;1;BB;Unknown;Offline TA/TO;0;0;C;1;No Deposit;196;No Contract (Single);0;0
22308;NF Hotel;0;18;12;2019-03-01;2019-03-19;19;2;2;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;327;No Contract (Single);0;1
22309;NF Hotel;0;28;12;2019-02-19;2019-03-19;19;2;2;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);1;0
22310;NF Hotel;0;12;12;2019-03-06;2019-03-18;18;2;3;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);1;1
22311;NF Hotel;0;65;12;2019-01-07;2019-03-13;13;4;6;1;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;115;No Contract (Single);0;0
22312;NF Hotel;0;63;13;2019-01-17;2019-03-21;21;1;1;1;2;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;242;No Contract (Single);0;2
22313;NF Hotel;0;15;12;2019-03-04;2019-03-19;19;2;2;2;0;0;BB;Unknown;Online TA;0;0;F;1;No Deposit;240;No Contract (Group);0;0
22314;NF Hotel;0;15;12;2019-03-04;2019-03-19;19;2;2;1;0;0;BB;Unknown;Online TA;0;0;D;1;No Deposit;240;No Contract (Group);0;0
22315;NF Hotel;0;44;12;2019-02-02;2019-03-18;18;2;3;3;0;0;HB;Unknown;Online TA;0;0;C;1;No Deposit;242;No Contract (Single);0;2
22316;NF Hotel;0;0;13;2019-03-21;2019-03-21;21;1;1;2;0;0;BB;Unknown;Direct;0;0;D;0;No Deposit;0;No Contract (Single);0;0
22317;NF Hotel;0;37;12;2019-02-07;2019-03-16;16;2;5;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;8;No Contract (Single);0;0
22318;NF Hotel;0;9;13;2019-03-11;2019-03-20;20;2;1;2;0;0;BB;Unknown;Online TA;0;0;A;2;No Deposit;240;No Contract (Single);0;1
22319;NF Hotel;0;28;13;2019-02-21;2019-03-21;21;1;1;2;0;0;BB;Unknown;Direct;0;0;E;1;No Deposit;250;No Contract (Single);0;1
22320;NF Hotel;0;28;13;2019-02-21;2019-03-21;21;1;1;2;0;0;BB;Unknown;Direct;0;0;G;2;No Deposit;250;No Contract (Single);0;1
22321;NF Hotel;0;4;13;2019-03-16;2019-03-20;20;2;1;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);1;1
22322;NF Hotel;0;2;13;2019-03-18;2019-03-20;20;2;1;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);1;0
22323;NF Hotel;0;12;12;2019-03-07;2019-03-19;19;2;2;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;1
22324;NF Hotel;0;25;12;2019-02-22;2019-03-19;19;2;2;2;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;115;No Contract (Single);0;0
22325;NF Hotel;0;26;12;2019-02-21;2019-03-19;19;2;2;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;1
22326;NF Hotel;0;7;13;2019-03-15;2019-03-22;22;0;1;1;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;314;No Contract (Group);0;0
22327;NF Hotel;0;7;13;2019-03-15;2019-03-22;22;0;1;1;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;314;No Contract (Group);0;0
22328;NF Hotel;0;4;13;2019-03-16;2019-03-20;20;2;1;2;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;8;No Contract (Single);1;0
22329;NF Hotel;0;61;12;2019-01-17;2019-03-19;19;2;2;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;2
22330;NF Hotel;0;61;12;2019-01-17;2019-03-19;19;2;2;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;2
22331;NF Hotel;0;1;13;2019-03-21;2019-03-22;22;0;1;2;0;0;BB;Unknown;Direct;0;0;D;0;No Deposit;0;No Contract (Single);0;0
22332;NF Hotel;0;60;12;2019-01-18;2019-03-19;19;2;2;1;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;171;No Contract (Single);0;0
22333;NF Hotel;0;17;13;2019-03-04;2019-03-21;21;1;1;2;0;0;BB;Unknown;Online TA;0;0;A;2;No Deposit;240;No Contract (Single);0;1
22334;NF Hotel;0;63;13;2019-01-17;2019-03-21;21;1;1;2;0;0;BB;Unknown;Online TA;0;0;C;0;No Deposit;242;No Contract (Single);0;1
22335;NF Hotel;0;0;13;2019-03-22;2019-03-22;22;0;1;1;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;241;No Contract (Single);0;1
22336;NF Hotel;0;8;13;2019-03-14;2019-03-22;22;0;1;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;1
22337;NF Hotel;0;14;13;2019-03-07;2019-03-21;21;1;1;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);1;1
22338;NF Hotel;0;4;13;2019-03-17;2019-03-21;21;1;1;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;6;No Contract (Single);0;2
22339;NF Hotel;0;7;12;2019-03-12;2019-03-19;19;2;2;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Group);0;0
22340;NF Hotel;0;7;12;2019-03-12;2019-03-19;19;2;2;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Group);0;0
22341;NF Hotel;0;17;12;2019-03-02;2019-03-19;19;2;2;2;0;1;BB;Unknown;Online TA;0;0;D;1;No Deposit;240;No Contract (Single);0;3
22342;NF Hotel;0;72;12;2019-01-03;2019-03-16;16;2;5;2;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;115;No Contract (Single);0;0
22343;NF Hotel;0;111;12;2018-11-23;2019-03-14;14;3;6;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;1
22344;NF Hotel;0;1;13;2019-03-23;2019-03-24;24;0;0;2;0;0;BB;Unknown;Direct;0;0;A;0;No Deposit;0;No Contract (Single);0;0
22345;NF Hotel;0;17;13;2019-03-03;2019-03-20;20;2;2;2;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;171;No Contract (Single);0;0
22346;NF Hotel;0;39;13;2019-02-09;2019-03-20;20;2;2;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;36;No Contract (Single);0;0
22347;NF Hotel;0;44;12;2019-02-01;2019-03-17;17;2;5;2;0;0;HB;Unknown;Offline TA/TO;0;0;E;0;No Deposit;2;Contract (Single);0;1
22348;NF Hotel;0;64;12;2019-01-10;2019-03-15;15;2;7;2;0;0;BB;Unknown;Offline TA/TO;0;0;E;0;No Deposit;115;No Contract (Single);0;0
22349;NF Hotel;0;12;12;2019-03-07;2019-03-19;19;2;3;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;115;No Contract (Single);0;0
22350;NF Hotel;0;19;13;2019-03-01;2019-03-20;20;2;2;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);1;1
22351;NF Hotel;0;9;13;2019-03-11;2019-03-20;20;2;3;2;0;0;BB;Unknown;Online TA;0;0;A;1;No Deposit;240;No Contract (Single);0;1
22352;NF Hotel;0;52;12;2019-01-24;2019-03-17;17;2;5;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;241;No Contract (Single);0;1
22353;NF Hotel;0;10;12;2019-03-08;2019-03-18;18;2;4;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);1;0
22354;NF Hotel;0;6;13;2019-03-15;2019-03-21;21;1;2;1;0;0;BB;Unknown;Direct;0;0;G;0;No Deposit;250;No Contract (Single);0;0
22355;NF Hotel;0;342;42;2018-11-06;2019-10-14;14;2;5;1;0;0;BB;Unknown;Groups;0;0;G;2;No Deposit;273;Group Contract;0;0
22356;NF Hotel;0;23;13;2019-02-28;2019-03-23;23;0;1;1;0;0;BB;Unknown;Corporate;0;0;A;0;No Deposit;0;No Contract (Single);0;0
22357;NF Hotel;0;34;12;2019-02-11;2019-03-17;17;2;5;1;0;0;HB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;95;No Contract (Single);0;0
22358;NF Hotel;0;17;13;2019-03-05;2019-03-22;22;0;2;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;1
22359;NF Hotel;0;5;13;2019-03-15;2019-03-20;20;2;2;2;0;1;BB;Unknown;Offline TA/TO;0;0;C;1;No Deposit;171;No Contract (Single);0;0
22360;NF Hotel;0;12;11;2019-02-28;2019-03-12;12;4;8;2;0;0;FB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;115;No Contract (Single);0;0
22361;NF Hotel;0;20;13;2019-02-28;2019-03-20;20;2;2;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
22362;NF Hotel;0;22;14;2020-03-15;2020-04-06;6;0;3;2;0;0;BB;Unknown;Direct;1;0;E;0;No Deposit;250;No Contract (Single);0;2
22363;NF Hotel;0;20;13;2019-02-28;2019-03-20;20;2;2;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
22364;NF Hotel;0;6;13;2019-03-15;2019-03-21;21;1;2;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;6;No Contract (Single);0;0
22365;NF Hotel;0;121;13;2018-11-19;2019-03-20;20;2;2;2;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;6;No Contract (Single);0;0
22366;NF Hotel;0;6;13;2019-03-15;2019-03-21;21;1;2;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;6;No Contract (Single);0;0
22367;NF Hotel;0;41;13;2019-02-07;2019-03-20;20;2;2;1;2;0;BB;Unknown;Offline TA/TO;0;0;D;1;No Deposit;36;No Contract (Single);0;0
22368;NF Hotel;0;50;13;2019-02-02;2019-03-24;24;0;0;2;2;0;BB;Unknown;Online TA;0;0;I;0;No Deposit;240;No Contract (Single);0;0
22369;NF Hotel;0;0;13;2019-03-23;2019-03-23;23;0;1;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;0
22370;NF Hotel;0;13;13;2019-03-11;2019-03-24;24;0;0;2;0;0;BB;Unknown;Online TA;0;0;D;1;No Deposit;242;No Contract (Single);0;1
