booking_id;hotel;is_canceled;lead_time;arrival_date_week_number;booking_date;arrival_date;arrival_date_day_of_month;stays_in_weekend_nights;stays_in_week_nights;adults;children;babies;meal;country;market_segment;is_repeated_guest;previous_cancellations;assigned_room_type;booking_changes;deposit_type;agent;company;customer_type;required_car_parking_spaces;total_of_special_requests
44182;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44183;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44184;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44185;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44186;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44187;City Hotel;0;65;40;29-07-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;1
44188;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44189;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44190;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44191;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44192;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44193;City Hotel;1;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44194;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44195;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44196;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44197;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44198;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44199;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44200;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44201;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;B;0;No Deposit;19;NULL;No Contract (Group);0;0
44202;City Hotel;0;48;40;15-08-2018;02-10-2018;2;0;2;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;9;NULL;No Contract (Single);0;2
44203;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44204;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44205;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44206;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44207;City Hotel;1;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44208;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44209;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44210;City Hotel;1;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44211;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;B;0;No Deposit;19;NULL;No Contract (Group);0;0
44212;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44213;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44214;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44215;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44216;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44217;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44218;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44219;City Hotel;0;65;40;29-07-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;2;No Deposit;19;NULL;No Contract (Group);0;0
44220;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44221;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44222;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44223;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44224;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44225;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44226;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44227;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44228;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44229;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;1;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44230;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44231;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44232;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44233;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44234;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44235;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44236;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44237;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44238;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44239;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44240;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44241;City Hotel;1;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44242;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44243;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44244;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44245;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44246;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44247;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44248;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44249;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44250;City Hotel;0;65;40;29-07-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44251;City Hotel;0;65;40;29-07-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;B;0;No Deposit;19;NULL;No Contract (Group);0;0
44252;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44253;City Hotel;0;65;40;29-07-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44254;City Hotel;0;65;40;29-07-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;B;0;No Deposit;19;NULL;No Contract (Group);0;0
44255;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44256;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44257;City Hotel;1;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44258;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44259;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44260;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44261;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44262;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44263;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;B;0;No Deposit;19;NULL;No Contract (Group);0;0
44264;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44265;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;19;NULL;No Contract (Group);0;0
44266;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;E;0;No Deposit;19;NULL;No Contract (Group);0;0
44267;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44268;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;D;0;No Deposit;19;NULL;No Contract (Group);0;0
44269;City Hotel;0;164;40;21-04-2018;02-10-2018;2;0;2;1;0;0;BB;#I/T;Offline TA/TO;0;0;B;0;No Deposit;19;NULL;No Contract (Group);0;0
44270;City Hotel;0;48;40;15-08-2018;02-10-2018;2;1;2;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;7;NULL;No Contract (Single);0;0
44271;City Hotel;0;48;40;15-08-2018;02-10-2018;2;1;2;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;7;NULL;No Contract (Single);0;0
44272;City Hotel;0;204;40;12-03-2018;02-10-2018;2;1;2;1;0;0;BB;#I/T;Online TA;0;0;A;1;No Deposit;7;NULL;No Contract (Single);0;0
44273;City Hotel;0;200;40;16-03-2018;02-10-2018;2;1;2;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;8;NULL;No Contract (Single);0;1
44274;City Hotel;0;204;40;12-03-2018;02-10-2018;2;2;2;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;9;NULL;No Contract (Single);0;1
44275;City Hotel;0;125;40;30-05-2018;02-10-2018;2;2;2;2;0;0;BB;#I/T;Direct;0;0;A;0;No Deposit;14;NULL;No Contract (Single);0;0
44276;City Hotel;0;30;40;02-09-2018;02-10-2018;2;2;2;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;9;NULL;Contract (Single);0;0
44277;City Hotel;0;91;40;03-07-2018;02-10-2018;2;2;2;1;0;0;BB;#I/T;Online TA;0;0;A;1;No Deposit;9;NULL;No Contract (Single);0;0
44278;City Hotel;0;43;40;20-08-2018;02-10-2018;2;2;3;2;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;27;NULL;No Contract (Single);0;0
44279;City Hotel;0;198;40;19-03-2018;03-10-2018;3;1;1;2;0;0;BB;#I/T;Groups;0;0;A;0;No Deposit;1;NULL;No Contract (Group);0;0
44280;City Hotel;0;198;40;19-03-2018;03-10-2018;3;1;1;2;0;0;BB;#I/T;Groups;0;0;E;0;No Deposit;1;NULL;No Contract (Group);0;0
44281;City Hotel;1;198;40;19-03-2018;03-10-2018;3;1;1;2;0;0;BB;#I/T;Groups;0;0;A;0;No Deposit;1;NULL;No Contract (Group);0;0
44282;City Hotel;0;198;40;19-03-2018;03-10-2018;3;1;1;2;0;0;BB;#I/T;Groups;0;0;A;0;No Deposit;1;NULL;No Contract (Group);0;1
44283;City Hotel;0;198;40;19-03-2018;03-10-2018;3;1;1;2;0;0;BB;#I/T;Groups;0;0;A;0;No Deposit;1;NULL;No Contract (Group);0;0
44284;City Hotel;0;198;40;19-03-2018;03-10-2018;3;1;1;2;0;0;BB;#I/T;Groups;0;0;A;0;No Deposit;1;NULL;No Contract (Group);0;0
44285;City Hotel;0;198;40;19-03-2018;03-10-2018;3;1;1;2;0;0;BB;#I/T;Groups;0;0;A;0;No Deposit;1;NULL;No Contract (Group);0;0
44286;City Hotel;1;198;40;19-03-2018;03-10-2018;3;1;1;2;0;0;BB;#I/T;Groups;0;0;A;0;No Deposit;1;NULL;No Contract (Group);0;0
44287;City Hotel;1;198;40;19-03-2018;03-10-2018;3;1;1;2;0;0;BB;#I/T;Groups;0;0;A;0;No Deposit;1;NULL;No Contract (Group);0;0
44288;City Hotel;0;198;40;19-03-2018;03-10-2018;3;1;1;2;0;0;BB;#I/T;Groups;0;0;A;0;No Deposit;1;NULL;No Contract (Group);0;0
44289;City Hotel;0;198;40;19-03-2018;03-10-2018;3;1;1;2;0;0;BB;#I/T;Groups;0;0;A;0;No Deposit;1;NULL;No Contract (Group);0;0
44290;City Hotel;0;198;40;19-03-2018;03-10-2018;3;1;1;2;0;0;BB;#I/T;Groups;0;0;A;0;No Deposit;1;NULL;No Contract (Group);0;0
44291;City Hotel;1;86;40;09-07-2018;03-10-2018;3;2;1;2;0;0;HB;#I/T;Groups;0;0;A;0;No Deposit;1;NULL;No Contract (Group);0;0
44292;City Hotel;1;86;40;09-07-2018;03-10-2018;3;2;1;2;0;0;HB;#I/T;Groups;0;0;A;0;No Deposit;1;NULL;No Contract (Group);0;0
44293;City Hotel;1;86;40;09-07-2018;03-10-2018;3;2;1;2;0;0;HB;#I/T;Groups;0;0;A;0;No Deposit;1;NULL;No Contract (Group);0;0
44294;City Hotel;1;86;40;09-07-2018;03-10-2018;3;2;1;2;0;0;HB;#I/T;Groups;0;0;A;0;No Deposit;1;NULL;No Contract (Group);0;0
44295;City Hotel;0;86;40;09-07-2018;03-10-2018;3;2;1;2;0;0;HB;#I/T;Groups;0;0;A;0;No Deposit;1;NULL;No Contract (Group);0;0
44296;City Hotel;1;86;40;09-07-2018;03-10-2018;3;2;1;2;0;0;HB;#I/T;Groups;0;0;A;0;No Deposit;1;NULL;No Contract (Group);0;0
44297;City Hotel;1;86;40;09-07-2018;03-10-2018;3;2;1;2;0;0;HB;#I/T;Groups;0;0;A;0;No Deposit;1;NULL;No Contract (Group);0;0
44298;City Hotel;0;86;40;09-07-2018;03-10-2018;3;2;1;1;0;0;HB;#I/T;Groups;0;0;A;1;No Deposit;1;NULL;No Contract (Group);0;0
44299;City Hotel;0;54;40;10-08-2018;03-10-2018;3;2;1;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;9;NULL;Contract (Single);0;1
44300;City Hotel;1;86;40;09-07-2018;03-10-2018;3;2;1;2;0;0;HB;#I/T;Groups;0;0;A;0;No Deposit;1;NULL;No Contract (Group);0;0
44301;City Hotel;1;86;40;09-07-2018;03-10-2018;3;2;1;2;0;0;HB;#I/T;Groups;0;0;A;0;No Deposit;1;NULL;No Contract (Group);0;0
44302;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44303;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44304;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44305;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44306;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44307;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44308;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44309;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44310;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44311;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44312;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44313;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44314;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44315;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44316;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44317;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44318;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44319;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44320;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44321;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44322;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44323;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44324;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;1;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44325;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44326;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44327;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44328;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44329;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44330;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;1;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44331;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44332;City Hotel;1;89;40;06-07-2018;03-10-2018;3;2;2;2;0;0;BB;#I/T;Groups;0;0;A;0;Non Refund;1;NULL;No Contract (Single);0;0
44333;City Hotel;0;54;40;10-08-2018;03-10-2018;3;2;3;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;7;NULL;No Contract (Single);0;2
44334;City Hotel;0;54;40;10-08-2018;03-10-2018;3;2;3;2;0;0;BB;#I/T;Online TA;0;0;D;0;No Deposit;7;NULL;No Contract (Single);0;2
44335;City Hotel;1;31;40;02-09-2018;03-10-2018;3;2;5;2;0;0;BB;#I/T;Online TA;0;0;A;0;No Deposit;9;NULL;Contract (Single);0;2
44336;City Hotel;0;69;41;27-07-2018;04-10-2018;4;1;0;2;0;0;BB;#I/T;Online TA;0;0;E;0;No Deposit;7;NULL;No Contract (Single);0;1
44337;City Hotel;0;61;41;04-08-2018;04-10-2018;4;2;0;2;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;12;NULL;No Contract (Group);0;0
44338;City Hotel;0;61;41;04-08-2018;04-10-2018;4;2;0;2;0;0;BB;#I/T;Offline TA/TO;0;0;A;0;No Deposit;12;NULL;No Contract (Group);0;0
